Program Name,Project Year,Account Number,Account Name,Ticker,ISIN,GICS_sector,GICS_Industry_Group,GICS_Industry,GICS_Sub_Industry,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,
Climate Change,2015,37840,James R Vannoy and Sons Construction,,,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,17314,SHI International Corp.,SHCC US,US78423F1012,Consumer Discretionary,Retailing,Specialty Retail,Computer & Electronics Retail,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,34430,Innovative Logistics,,,Industrials,Transportation,Road & Rail,Trucking,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,51909,M&M Cartage,,,Industrials,Transportation,Road & Rail,Trucking,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,34437,KC Transportation,,,Industrials,Transportation,Road & Rail,Trucking,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,34448,Piston Automotive,,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,51595,Novitex,,,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Office Services & Supplies,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,47819,O'CONNELL ELECTRIC,,,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,47836,SMARTWATT ENERGY,,,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,33108,"Modern Machine & Metal Fabricators, Inc.",,,Materials,Materials,Metals & Mining,Steel,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,33153,"Rapid E-Suite, Inc",,,Information Technology,Software & Services,Software,Application Software,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,33173,Service Steel Div. / Van Pelt Corp.,,,Materials,Materials,Metals & Mining,Steel,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,33174,Service Thread,,,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Textiles,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,33208,Team Industries Cambridge,,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,18939,Taylor Communications,,,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Commercial Printing,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,52159,Parsec,,,Industrials,Transportation,Road & Rail,Trucking,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,50818,IWCO DIRECT,,,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Commercial Printing,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,50823,STEWART INFORMATION SERVICES CORPORATION,STC US,US8603721015,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,19949,"Urban Settlement Services, LLC",,,Information Technology,Software & Services,IT Services,Data Processing & Outsourced Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,51862,UGN INC,,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,52051,"ZANINI AUTO GRUP, S.A",,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,55761,TECH ETCH,,,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Components,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,34463,VAN ROB INC,,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,8896,"IMS Health, Inc.",IMS US,US44970B1098,Health Care,Health Care Equipment & Services,Health Care Technology,Health Care Technology,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,28837,Schnipke,,,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,17771,STERIS Corporation,STE US,GB00BVVBC028,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,53047,Tucker Ellis & West LLP,,,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,28826,GW Plastics,,,Health Care,Health Care Equipment & Services,Health Care Technology,Health Care Technology,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,10619,KNOWLTON PACKAGING INC,,,Consumer Staples,Household & Personal Products,Personal Products,Personal Products,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,55955,Korn Ferry/PDI,,,Industrials,Commercial & Professional Services,Professional Services,Human Resource & Employment Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,41711,MANGAR INDUSTRIES INC,,,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,34396,MICRO,,,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,34392,Norwood Medical,,,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,38404,Bland Farms,,,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,55812,BRAVO SPORTS,,,Consumer Staples,Household & Personal Products,Household Products,Household Products,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,38459,Bumble Bee Foods LLC,,,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,29964,Cupid Foundations Inc,3644279Z US,,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,13432,Norman Noble Inc.,,,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,28830,Multi Packaging Solutions,,,Materials,Materials,Containers & Packaging,Paper Packaging,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,41015,Orchid Orthopedic Solutions,,,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,52824,Qure Medical,,,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,53016,Vention Medical,,,Health Care,Health Care Equipment & Services,Health Care Technology,Health Care Technology,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,38060,DELTA BEVERAGE (ERS),,,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,52472,EAST COAST WAREHOUSE AND DISTRIBUTI,,,Industrials,Transportation,Road & Rail,Trucking,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,12574,MGP Ingredients Inc,MGPI US,US55303J1060,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,7915,H.B. Fuller,FUL US,US3596941068,Materials,Materials,Chemicals,Specialty Chemicals,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,13532,Novelis Inc.,,,Materials,Materials,Metals & Mining,Aluminum,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,47831,ROBERT J DEVEREAUX,,,Utilities,Utilities,Gas Utilities,Gas Utilities,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,47833,SECURITY INTEGRATIONS,,,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Security & Alarm Services,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,47832,SABRE TUBULAR STRUCTURES,,,Utilities,Utilities,Multi-Utilities,Multi-Utilities,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,17421,SOUTHWIRE CO.,,,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Technology Distributors,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,32954,"DuAll Precision, Inc.",,,Industrials,Capital Goods,Machinery,Industrial Machinery,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,32914,Charleston Metal Products,,,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,34298,Diamond Electric,6895 JP,JP3499700007,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,32989,General Fasteners Company,,,Consumer Discretionary,Retailing,Distributors,Distributors,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
Climate Change,2015,47562,Rexnord Industries LLC,RXN US,US9837931008,Industrials,Capital Goods,Machinery,Industrial Machinery,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR,VALUES NOT REPORTED FOR THIS YEAR
